beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address,result_lat,result_long,geocoded
,NL,Netherlands,coordinate,,,,,,,51.4603927,5.6831135,True
,NL,Netherlands,coordinate,,,,,,,51.4670161,5.6653545,True
,NL,Netherlands,coordinate,,,,,,,51.4711084,3.7363284,True
,NL,Netherlands,coordinate,,,,,,,51.4752228,5.6290746,True
,NL,Netherlands,coordinate,,,,,,,51.4895629,5.4950014,True
,NL,Netherlands,coordinate,,,,,,,51.4964478,3.8970948,True
,NL,Netherlands,coordinate,,,,,,,51.4997011,4.0468269,True
,NL,Netherlands,coordinate,,,,,,,51.5002063,4.0556269,True
,NL,Netherlands,coordinate,,,,,,,51.5014936,5.4696676,True
,NL,Netherlands,coordinate,,,,,,,51.5063849,4.2571746,True
,NL,Netherlands,coordinate,,,,,,,51.5114264,6.0576568,True
,NL,Netherlands,coordinate,,,,,,,51.5406401,6.0762364,True
,NL,Netherlands,coordinate,,,,,,,51.5450693,5.4151826,True
,NL,Netherlands,coordinate,,,,,,,51.5455504,4.489079,True
,NL,Netherlands,coordinate,,,,,,,51.5485424,3.6684529,True
,NL,Netherlands,coordinate,,,,,,,51.5490733,5.9792043,True
,NL,Netherlands,coordinate,,,,,,,51.5601401,5.0804869,True
,NL,Netherlands,coordinate,,,,,,,51.5619961,4.6196905,True
,NL,Netherlands,coordinate,,,,,,,51.5641698,5.7092593,True
,NL,Netherlands,coordinate,,,,,,,51.5715766,3.7093614,True
,NL,Netherlands,coordinate,,,,,,,51.5721271,4.3108464,True
,NL,Netherlands,coordinate,,,,,,,51.5725791,6.0835588,True
,NL,Netherlands,coordinate,,,,,,,51.5859668,5.1955566,True
,NL,Netherlands,coordinate,,,,,,,51.5876315,4.7835845,True
,NL,Netherlands,coordinate,,,,,,,51.5889023,3.8473139000000174,True
,NL,Netherlands,coordinate,,,,,,,51.5978429,4.1014196,True
,NL,Netherlands,coordinate,,,,,,,51.6020981,4.7536716,True
,NL,Netherlands,coordinate,,,,,,,51.6022123,4.5169423,True
,NL,Netherlands,coordinate,,,,,,,51.6068525,5.5515071,True
,NL,Netherlands,coordinate,,,,,,,51.6119938,5.4648592,True
,NL,Netherlands,coordinate,,,,,,,51.6137561,4.751935,True
,NL,Netherlands,coordinate,,,,,,,51.6278999,4.7063723,True
,NL,Netherlands,coordinate,,,,,,,51.6284707,3.6934168,True
,NL,Netherlands,coordinate,,,,,,,51.6415337,5.9571097,True
,NL,Netherlands,coordinate,,,,,,,51.6537259,5.0221126,True
,NL,Netherlands,coordinate,,,,,,,51.684177,5.3037953,True
,NL,Netherlands,coordinate,,,,,,,51.689863,5.3115798,True
,NL,Netherlands,coordinate,,,,,,,51.6900521,5.2879774,True
,NL,Netherlands,coordinate,,,,,,,51.6923607,5.2763008,True
,NL,Netherlands,coordinate,,,,,,,51.6975419,5.2908539,True
,NL,Netherlands,coordinate,,,,,,,51.7012985,5.0610721,True
,NL,Netherlands,coordinate,,,,,,,51.7534336,5.8624151,True
,NL,Netherlands,coordinate,,,,,,,51.7555745,3.8527571,True
,NL,Netherlands,coordinate,,,,,,,51.7812878,5.8492459,True
,NL,Netherlands,coordinate,,,,,,,51.7845139,3.8763991,True
,NL,Netherlands,coordinate,,,,,,,51.7986883,4.6794113,True
,NL,Netherlands,coordinate,,,,,,,51.7996766,5.8088091,True
,NL,Netherlands,coordinate,,,,,,,51.8078964,4.668203,True
,NL,Netherlands,coordinate,,,,,,,51.807902,5.7288059,True
,NL,Netherlands,coordinate,,,,,,,51.8085128,4.6929311,True
,NL,Netherlands,coordinate,,,,,,,51.8153561,4.6798747,True
,NL,Netherlands,coordinate,,,,,,,51.8168541,5.8203391,True
,NL,Netherlands,coordinate,,,,,,,51.8193591,5.8570477,True
,NL,Netherlands,coordinate,,,,,,,51.819646336180234,5.818447725408987,True
,NL,Netherlands,coordinate,,,,,,,51.81965959999999,5.8168384000000515,True
,NL,Netherlands,coordinate,,,,,,,51.82401979999999,5.868580299999962,True
,NL,Netherlands,coordinate,,,,,,,51.8247097,5.8262504,True
,NL,Netherlands,coordinate,,,,,,,51.82524356228571,5.822057031213376,True
,NL,Netherlands,coordinate,,,,,,,51.825247723698666,5.822113448829668,True
,NL,Netherlands,coordinate,,,,,,,51.8262797,5.8594264,True
,NL,Netherlands,coordinate,,,,,,,51.826496,5.7813861,True
,NL,Netherlands,coordinate,,,,,,,51.8265033,4.6830798,True
,NL,Netherlands,coordinate,,,,,,,51.8275317,5.8698406,True
,NL,Netherlands,coordinate,,,,,,,51.8318592,5.7458601,True
,NL,Netherlands,coordinate,,,,,,,51.8329104,5.8511102,True
,NL,Netherlands,coordinate,,,,,,,51.8415705,5.854595,True
,NL,Netherlands,coordinate,,,,,,,51.8425755,5.852748,True
,NL,Netherlands,coordinate,,,,,,,51.843084,5.8537255,True
,NL,Netherlands,coordinate,,,,,,,51.846827,5.8661581,True
,NL,Netherlands,coordinate,,,,,,,51.8482967,5.8424303,True
,NL,Netherlands,coordinate,,,,,,,51.8627443,4.6549578,True
,NL,Netherlands,coordinate,,,,,,,51.8718183,5.8603516,True
,NL,Netherlands,coordinate,,,,,,,51.8842311,5.2805492,True
,NL,Netherlands,coordinate,,,,,,,51.9015726,4.4876001,True
,NL,Netherlands,coordinate,,,,,,,51.9030526,4.4606003,True
,NL,Netherlands,coordinate,,,,,,,51.9048358,4.4852969,True
,NL,Netherlands,coordinate,,,,,,,51.9056315,4.4413064,True
,NL,Netherlands,coordinate,,,,,,,51.9068508,5.4637997,True
,NL,Netherlands,coordinate,,,,,,,51.9081097,4.4808858,True
,NL,Netherlands,coordinate,,,,,,,51.9082005,5.4615495000000465,True
,NL,Netherlands,coordinate,,,,,,,51.9088798,6.5687122,True
,NL,Netherlands,coordinate,,,,,,,51.9115327,4.4307613,True
,NL,Netherlands,coordinate,,,,,,,51.9115909,4.4788826,True
,NL,Netherlands,coordinate,,,,,,,51.9119596,4.429783400000019,True
,NL,Netherlands,coordinate,,,,,,,51.9119665,4.4809679,True
,NL,Netherlands,coordinate,,,,,,,51.9124891,4.4245928,True
,NL,Netherlands,coordinate,,,,,,,51.9180526,4.4833891,True
,NL,Netherlands,coordinate,,,,,,,51.9186578,5.8448148,True
,NL,Netherlands,coordinate,,,,,,,51.9204076,4.4810449,True
,NL,Netherlands,coordinate,,,,,,,51.9221305,4.4888604,True
,NL,Netherlands,coordinate,,,,,,,51.9229403,6.555067,True
,NL,Netherlands,coordinate,,,,,,,51.9269879,4.4787895,True
,NL,Netherlands,coordinate,,,,,,,51.9274126,6.0993907,True
,NL,Netherlands,coordinate,,,,,,,51.9386514,5.845233499999949,True
,NL,Netherlands,coordinate,,,,,,,51.9393207,6.4800558,True
,NL,Netherlands,coordinate,,,,,,,51.9447141,4.4835216,True
,NL,Netherlands,coordinate,,,,,,,51.9472659,6.0180536,True
,NL,Netherlands,coordinate,,,,,,,51.9520074,6.3040505,True
,NL,Netherlands,coordinate,,,,,,,51.9604827,4.2239636,True
,NL,Netherlands,coordinate,,,,,,,51.9623162,4.2330687,True
,NL,Netherlands,coordinate,,,,,,,51.9659592,5.6574867,True
,NL,Netherlands,coordinate,,,,,,,51.9668516,5.6789553,True
,NL,Netherlands,coordinate,,,,,,,51.9711929,5.9374995,True
,NL,Netherlands,coordinate,,,,,,,51.9715414,5.6493272,True
,NL,Netherlands,coordinate,,,,,,,51.9746045,5.646085,True
,NL,Netherlands,coordinate,,,,,,,51.9771194,5.9152305,True
,NL,Netherlands,coordinate,,,,,,,51.9773542,5.6464211,True
,NL,Netherlands,coordinate,,,,,,,51.9789171,5.9030834,True
,NL,Netherlands,coordinate,,,,,,,51.9801061,5.9025003,True
,NL,Netherlands,coordinate,,,,,,,51.9801069,5.9104623,True
,NL,Netherlands,coordinate,,,,,,,51.9813658,5.9262559,True
,NL,Netherlands,coordinate,,,,,,,51.9816605,5.8462291,True
,NL,Netherlands,coordinate,,,,,,,51.9822831,5.9713339,True
,NL,Netherlands,coordinate,,,,,,,51.9840789,5.9126631,True
,NL,Netherlands,coordinate,,,,,,,51.9857286,5.659513,True
,NL,Netherlands,coordinate,,,,,,,51.9862542,5.9245677,True
,NL,Netherlands,coordinate,,,,,,,51.986867,6.5751344,True
,NL,Netherlands,coordinate,,,,,,,51.9875488,5.9323282,True
,NL,Netherlands,coordinate,,,,,,,51.9881331,5.9476217,True
,NL,Netherlands,coordinate,,,,,,,51.9882108,6.5549469,True
,NL,Netherlands,coordinate,,,,,,,51.9883712,5.6708699,True
,NL,Netherlands,coordinate,,,,,,,51.9890124,5.9226108000000295,True
,NL,Netherlands,coordinate,,,,,,,51.994243,4.2101719,True
,NL,Netherlands,coordinate,,,,,,,51.9952079,6.5858545,True
,NL,Netherlands,coordinate,,,,,,,51.9971827,4.3817831,True
,NL,Netherlands,coordinate,,,,,,,51.9972248,5.974339,True
,NL,Netherlands,coordinate,,,,,,,51.9975209,4.3750915,True
,NL,Netherlands,coordinate,,,,,,,52.0024105,5.9035431,True
,NL,Netherlands,coordinate,,,,,,,52.0040737,4.3595346,True
,NL,Netherlands,coordinate,,,,,,,52.0091219,5.8170889,True
,NL,Netherlands,coordinate,,,,,,,52.0108977,4.3545711,True
,NL,Netherlands,coordinate,,,,,,,52.0137092,4.4658883,True
,NL,Netherlands,coordinate,,,,,,,52.015434,4.3389808,True
,NL,Netherlands,coordinate,,,,,,,52.0208308,5.6631806,True
,NL,Netherlands,coordinate,,,,,,,52.0211419,6.1430443,True
,NL,Netherlands,coordinate,,,,,,,52.0265241,5.1748073,True
,NL,Netherlands,coordinate,,,,,,,52.0279969,5.6279467,True
,NL,Netherlands,coordinate,,,,,,,52.0301687,5.6464646,True
,NL,Netherlands,coordinate,,,,,,,52.0308827,5.0947859,True
,NL,Netherlands,coordinate,,,,,,,52.0321686,4.5198958,True
,NL,Netherlands,coordinate,,,,,,,52.0335545,5.095715700000028,True
,NL,Netherlands,coordinate,,,,,,,52.0341389,4.3727631,True
,NL,Netherlands,coordinate,,,,,,,52.0390815,6.6242418,True
,NL,Netherlands,coordinate,,,,,,,52.0399114,5.6916453,True
,NL,Netherlands,coordinate,,,,,,,52.0457822,5.6731434,True
,NL,Netherlands,coordinate,,,,,,,52.0462796,5.6755664,True
,NL,Netherlands,coordinate,,,,,,,52.0471584,4.3464166,True
,NL,Netherlands,coordinate,,,,,,,52.0543494,6.6238035,True
,NL,Netherlands,coordinate,,,,,,,52.0554739,6.306578,True
,NL,Netherlands,coordinate,,,,,,,52.058616,4.302257999999938,True
,NL,Netherlands,coordinate,,,,,,,52.0598279,4.4936515,True
,NL,Netherlands,coordinate,,,,,,,52.0637713,4.3175189,True
,NL,Netherlands,coordinate,,,,,,,52.0655301,4.3221439,True
,NL,Netherlands,coordinate,,,,,,,52.0674466,5.169654600000058,True
,NL,Netherlands,coordinate,,,,,,,52.0679611,4.3225965,True
,NL,Netherlands,coordinate,,,,,,,52.0727735,6.1942101,True
,NL,Netherlands,coordinate,,,,,,,52.0731137,4.332816,True
,NL,Netherlands,coordinate,,,,,,,52.0743943,4.3064995,True
,NL,Netherlands,coordinate,,,,,,,52.0751048,4.316387299999974,True
,NL,Netherlands,coordinate,,,,,,,52.0755395,4.6551827,True
,NL,Netherlands,coordinate,,,,,,,52.0761166,4.2442112,True
,NL,Netherlands,coordinate,,,,,,,52.0763879,4.2801492,True
,NL,Netherlands,coordinate,,,,,,,52.0770889,4.3121676,True
,NL,Netherlands,coordinate,,,,,,,52.0773019,4.3158241,True
,NL,Netherlands,coordinate,,,,,,,52.0785873,5.0347862,True
,NL,Netherlands,coordinate,,,,,,,52.079323,5.0925001,True
,NL,Netherlands,coordinate,,,,,,,52.0799963,5.1068941,True
,NL,Netherlands,coordinate,,,,,,,52.0802279,4.3163376,True
,NL,Netherlands,coordinate,,,,,,,52.0826558,5.0917925,True
,NL,Netherlands,coordinate,,,,,,,52.0829929,4.3051245,True
,NL,Netherlands,coordinate,,,,,,,52.0838267,5.0927476,True
,NL,Netherlands,coordinate,,,,,,,52.0843275,5.1753062,True
,NL,Netherlands,coordinate,,,,,,,52.0849181,5.173829899999987,True
,NL,Netherlands,coordinate,,,,,,,52.0849181,5.1738299,True
,NL,Netherlands,coordinate,,,,,,,52.0851556,4.3027815,True
,NL,Netherlands,coordinate,,,,,,,52.0875251,4.3161483,True
,NL,Netherlands,coordinate,,,,,,,52.0875816,4.2968276,True
,NL,Netherlands,coordinate,,,,,,,52.0880021,4.3142399,True
,NL,Netherlands,coordinate,,,,,,,52.088211,5.10747630000003,True
,NL,Netherlands,coordinate,,,,,,,52.0907897,5.1259123,True
,NL,Netherlands,coordinate,,,,,,,52.0908463,5.1190977,True
,NL,Netherlands,coordinate,,,,,,,52.0920982,5.1202429,True
,NL,Netherlands,coordinate,,,,,,,52.0939595,5.0116478,True
,NL,Netherlands,coordinate,,,,,,,52.0941287,5.119866,True
,NL,Netherlands,coordinate,,,,,,,52.0950271,5.112668699999972,True
,NL,Netherlands,coordinate,,,,,,,52.0951412,5.1145627,True
,NL,Netherlands,coordinate,,,,,,,52.0954409,5.1120363,True
,NL,Netherlands,coordinate,,,,,,,52.0999142,5.088745,True
,NL,Netherlands,coordinate,,,,,,,52.1012621,6.0599871,True
,NL,Netherlands,coordinate,,,,,,,52.1028694,5.079606399999989,True
,NL,Netherlands,coordinate,,,,,,,52.104625,5.0821161,True
,NL,Netherlands,coordinate,,,,,,,52.1089365,6.0762691,True
,NL,Netherlands,coordinate,,,,,,,52.1107497,5.124803,True
,NL,Netherlands,coordinate,,,,,,,52.1113228,4.417422299999998,True
,NL,Netherlands,coordinate,,,,,,,52.114825,5.1107198,True
,NL,Netherlands,coordinate,,,,,,,52.1293168,4.588712,True
,NL,Netherlands,coordinate,,,,,,,52.1379813,5.5963606,True
,NL,Netherlands,coordinate,,,,,,,52.1394722,5.5866098,True
,NL,Netherlands,coordinate,,,,,,,52.1473449,4.4872395,True
,NL,Netherlands,coordinate,,,,,,,52.1565294,5.3851285,True
,NL,Netherlands,coordinate,,,,,,,52.1565347,4.4865428,True
,NL,Netherlands,coordinate,,,,,,,52.1659679,4.464997,True
,NL,Netherlands,coordinate,,,,,,,52.1684512,4.4815661,True
,NL,Netherlands,coordinate,,,,,,,52.1688118,4.4723787,True
,NL,Netherlands,coordinate,,,,,,,52.1744209,6.4532473,True
,NL,Netherlands,coordinate,,,,,,,52.1828596,5.927097,True
,NL,Netherlands,coordinate,,,,,,,52.1832162,5.9872274,True
,NL,Netherlands,coordinate,,,,,,,52.1898577,6.9020583,True
,NL,Netherlands,coordinate,,,,,,,52.1911415,5.9751663,True
,NL,Netherlands,coordinate,,,,,,,52.1974797,6.0700319,True
,NL,Netherlands,coordinate,,,,,,,52.2089132,5.4631784,True
,NL,Netherlands,coordinate,,,,,,,52.2111323,6.9050792,True
,NL,Netherlands,coordinate,,,,,,,52.2145553,6.897759,True
,NL,Netherlands,coordinate,,,,,,,52.214778,5.9646796,True
,NL,Netherlands,coordinate,,,,,,,52.214817,4.4186238,True
,NL,Netherlands,coordinate,,,,,,,52.2176739,5.3896329,True
,NL,Netherlands,coordinate,,,,,,,52.2220446,6.7480938,True
,NL,Netherlands,coordinate,,,,,,,52.2232748,6.8904754,True
,NL,Netherlands,coordinate,,,,,,,52.2248334,6.8428535,True
,NL,Netherlands,coordinate,,,,,,,52.2304711,5.4484992,True
,NL,Netherlands,coordinate,,,,,,,52.2313029,6.867645,True
,NL,Netherlands,coordinate,,,,,,,52.2330853,5.1743357,True
,NL,Netherlands,coordinate,,,,,,,52.2333983,6.8618293,True
,NL,Netherlands,coordinate,,,,,,,52.2350339,6.8953088,True
,NL,Netherlands,coordinate,,,,,,,52.2379667,6.1972768,True
,NL,Netherlands,coordinate,,,,,,,52.2383599,6.844481900000005,True
,NL,Netherlands,coordinate,,,,,,,52.2387703,6.8505425,True
,NL,Netherlands,coordinate,,,,,,,52.2401311,6.8393418,True
,NL,Netherlands,coordinate,,,,,,,52.2416085,5.9895958,True
,NL,Netherlands,coordinate,,,,,,,52.2426871,6.8558111,True
,NL,Netherlands,coordinate,,,,,,,52.2451543,6.8542926,True
,NL,Netherlands,coordinate,,,,,,,52.2456171,6.2253987,True
,NL,Netherlands,coordinate,,,,,,,52.2465564,6.7805486,True
,NL,Netherlands,coordinate,,,,,,,52.2517509,6.1765709,True
,NL,Netherlands,coordinate,,,,,,,52.253531,6.1560696000000235,True
,NL,Netherlands,coordinate,,,,,,,52.2538675,6.1677918,True
,NL,Netherlands,coordinate,,,,,,,52.2557667,6.1619228,True
,NL,Netherlands,coordinate,,,,,,,52.2576823,6.788353,True
,NL,Netherlands,coordinate,,,,,,,52.2590303,4.790391,True
,NL,Netherlands,coordinate,,,,,,,52.2599857,6.7889236,True
,NL,Netherlands,coordinate,,,,,,,52.2637969,6.1668089,True
,NL,Netherlands,coordinate,,,,,,,52.2661328,6.7620241,True
,NL,Netherlands,coordinate,,,,,,,52.2668061,5.5795779,True
,NL,Netherlands,coordinate,,,,,,,52.2808871,6.7803789,True
,NL,Netherlands,coordinate,,,,,,,52.3001067,6.757185,True
,NL,Netherlands,coordinate,,,,,,,52.3014975,4.6961512,True
,NL,Netherlands,coordinate,,,,,,,52.3099838,4.9048759,True
,NL,Netherlands,coordinate,,,,,,,52.3147712,6.9417691,True
,NL,Netherlands,coordinate,,,,,,,52.316211,4.9557131,True
,NL,Netherlands,coordinate,,,,,,,52.3284369,4.9638974,True
,NL,Netherlands,coordinate,,,,,,,52.3335596,4.8648454,True
,NL,Netherlands,coordinate,,,,,,,52.3357573,4.859816300000034,True
,NL,Netherlands,coordinate,,,,,,,52.3374801,4.8714021,True
,NL,Netherlands,coordinate,,,,,,,52.3403033,4.9169606,True
,NL,Netherlands,coordinate,,,,,,,52.3419384,4.9190563,True
,NL,Netherlands,coordinate,,,,,,,52.3424218,6.682558,True
,NL,Netherlands,coordinate,,,,,,,52.34433720000001,5.237446200000022,True
,NL,Netherlands,coordinate,,,,,,,52.3498543,5.6363701,True
,NL,Netherlands,coordinate,,,,,,,52.3551449,6.6606453,True
,NL,Netherlands,coordinate,,,,,,,52.3563015,4.9571436,True
,NL,Netherlands,coordinate,,,,,,,52.3575669,6.6627702,True
,NL,Netherlands,coordinate,,,,,,,52.3624897,4.8981539,True
,NL,Netherlands,coordinate,,,,,,,52.3625144,6.6413881,True
,NL,Netherlands,coordinate,,,,,,,52.3642129,4.9063273,True
,NL,Netherlands,coordinate,,,,,,,52.364506,4.9032703,True
,NL,Netherlands,coordinate,,,,,,,52.364639,6.6453098,True
,NL,Netherlands,coordinate,,,,,,,52.3675699,4.5363978,True
,NL,Netherlands,coordinate,,,,,,,52.3687776,5.766656,True
,NL,Netherlands,coordinate,,,,,,,52.3690249,4.9027805,True
,NL,Netherlands,coordinate,,,,,,,52.3709529,4.8517036,True
,NL,Netherlands,coordinate,,,,,,,52.3714296,4.8996265,True
,NL,Netherlands,coordinate,,,,,,,52.3718862,5.2216428,True
,NL,Netherlands,coordinate,,,,,,,52.3737407,4.8827577,True
,NL,Netherlands,coordinate,,,,,,,52.3744606,4.883531199999993,True
,NL,Netherlands,coordinate,,,,,,,52.37514969999999,4.899438799999984,True
,NL,Netherlands,coordinate,,,,,,,52.375225,4.8958988,True
,NL,Netherlands,coordinate,,,,,,,52.3752833,4.895946800000047,True
,NL,Netherlands,coordinate,,,,,,,52.3762612,4.9232907,True
,NL,Netherlands,coordinate,,,,,,,52.3775988,5.7708877,True
,NL,Netherlands,coordinate,,,,,,,52.3811232,4.6359549,True
,NL,Netherlands,coordinate,,,,,,,52.382054,4.8955147,True
,NL,Netherlands,coordinate,,,,,,,52.38354589999999,4.9212334000000055,True
,NL,Netherlands,coordinate,,,,,,,52.3849958,4.9005496,True
,NL,Netherlands,coordinate,,,,,,,52.3861734,4.8729509,True
,NL,Netherlands,coordinate,,,,,,,52.3928112,5.2774929,True
,NL,Netherlands,coordinate,,,,,,,52.444684,4.8199683,True
,NL,Netherlands,coordinate,,,,,,,52.4566874,5.8306729,True
,NL,Netherlands,coordinate,,,,,,,52.4727895,5.5383971,True
,NL,Netherlands,coordinate,,,,,,,52.4729836,4.8213714,True
,NL,Netherlands,coordinate,,,,,,,52.4736799,4.7982552,True
,NL,Netherlands,coordinate,,,,,,,52.4881028,6.1270068,True
,NL,Netherlands,coordinate,,,,,,,52.5037036,6.0903738,True
,NL,Netherlands,coordinate,,,,,,,52.5046925,5.4741668000000345,True
,NL,Netherlands,coordinate,,,,,,,52.504768,5.4743215,True
,NL,Netherlands,coordinate,,,,,,,52.5067596,5.47120730000006,True
,NL,Netherlands,coordinate,,,,,,,52.5069006,5.4707614,True
,NL,Netherlands,coordinate,,,,,,,52.5077417,5.4758592,True
,NL,Netherlands,coordinate,,,,,,,52.50777770000001,5.475770900000043,True
,NL,Netherlands,coordinate,,,,,,,52.5096967,6.1026659,True
,NL,Netherlands,coordinate,,,,,,,52.5097719,6.124706,True
,NL,Netherlands,coordinate,,,,,,,52.5105812,6.0930465,True
,NL,Netherlands,coordinate,,,,,,,52.51502,6.0495992,True
,NL,Netherlands,coordinate,,,,,,,52.5180181,5.4824359,True
,NL,Netherlands,coordinate,,,,,,,52.5182138,5.4848082,True
,NL,Netherlands,coordinate,,,,,,,52.5191838,6.1180246,True
,NL,Netherlands,coordinate,,,,,,,52.5206646,5.5521896,True
,NL,Netherlands,coordinate,,,,,,,52.5257836,6.1305855,True
,NL,Netherlands,coordinate,,,,,,,52.5550354,6.38143,True
,NL,Netherlands,coordinate,,,,,,,52.5643438,5.8751745,True
,NL,Netherlands,coordinate,,,,,,,52.6440873,4.7275224,True
,NL,Netherlands,coordinate,,,,,,,52.6888249,5.8967603,True
,NL,Netherlands,coordinate,,,,,,,52.699897,5.2892578,True
,NL,Netherlands,coordinate,,,,,,,52.7006008,6.1869366,True
,NL,Netherlands,coordinate,,,,,,,52.726142,6.4749106,True
,NL,Netherlands,coordinate,,,,,,,52.7715153,6.8972923,True
,NL,Netherlands,coordinate,,,,,,,52.7762021,6.9054575,True
,NL,Netherlands,coordinate,,,,,,,52.7787814,6.9118168,True
,NL,Netherlands,coordinate,,,,,,,52.784376,6.8931254,True
,NL,Netherlands,coordinate,,,,,,,52.7853609,6.8948493,True
,NL,Netherlands,coordinate,,,,,,,52.8699327,5.462293,True
,NL,Netherlands,coordinate,,,,,,,52.8809381,5.9890969,True
,NL,Netherlands,coordinate,,,,,,,52.8982717,5.5729946,True
,NL,Netherlands,coordinate,,,,,,,52.8993922,5.5748124,True
,NL,Netherlands,coordinate,,,,,,,52.9113292,4.7882265,True
,NL,Netherlands,coordinate,,,,,,,52.9245892,6.8451847,True
,NL,Netherlands,coordinate,,,,,,,52.9318278,5.0433922,True
,NL,Netherlands,coordinate,,,,,,,52.9567014,4.7669186,True
,NL,Netherlands,coordinate,,,,,,,52.9706985,5.7896192,True
,NL,Netherlands,coordinate,,,,,,,52.9740407,6.9693904,True
,NL,Netherlands,coordinate,,,,,,,52.9856251,6.5406725,True
,NL,Netherlands,coordinate,,,,,,,52.9914368,6.5566885,True
,NL,Netherlands,coordinate,,,,,,,52.9920126,6.5296713,True
,NL,Netherlands,coordinate,,,,,,,52.9933334,6.563978200000065,True
,NL,Netherlands,coordinate,,,,,,,52.9936939,6.5638836,True
,NL,Netherlands,coordinate,,,,,,,53.0039897,6.5696744,True
,NL,Netherlands,coordinate,,,,,,,53.0324347,5.6586249,True
,NL,Netherlands,coordinate,,,,,,,53.0700842,5.9819895,True
,NL,Netherlands,coordinate,,,,,,,53.0806874,7.0848767,True
,NL,Netherlands,coordinate,,,,,,,53.1345712,6.628899,True
