beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address,result_country,result_region,result_county,result_city,result_postal_code,result_street,result_number,result_full_address,result_lat,result_long,geocoded,lau
2α chrysostomou insurance agency ltd / αντρουλα πατουνα,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
2α chrysostomou insurance agency ltd / δαναη φραγκεσκου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
(κεσεα) κεντρο συμβουλευτικησ και επαγγελματικησ αναπτυξησ λτδ / αικατερινη αναστασιαδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
(κεσεα) κεντρο συμβουλευτικησ και επαγγελματικησ αναπτυξησ λτδ / μαρια θεοδωρου χριστου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
"""άκης"" ισιωτής-βαφέας αυτοκινήτων λτδ",CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
"""highlights"" παναγιώτα καραγεωργάκη",CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
a.c.i car scan services ltd,CY,Cyprus,project,,,,,,,Cyprus,Lefkoşa kazası,,Lefkoşa,1025,,,"Agiou Ilarionos 24, Lefkoşa 1025, Cyprus",35.189759,33.380858,true,1000
aries cerat ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
arcadia consultants / αντιγονη ευσταθιου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
apm italian type ice-cream ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
aphentrica marine insurance brokers ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ap marine environmental consultancy ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
anytime kiosk enterpises ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
antωνιοσ ποσποριδησ / κατερινα πλουταρχου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
antonis tsangaris dental surgeon ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
antonis kleovoulou coaches ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ant. menelaou food analysis & services ltd.,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
anne laure marie-αθανασιοσ παπαζαχαριου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
animalia genetics ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
andreas s. andreou catering ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
andreas pittas car works ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
andreas kasoulides dry cleaning ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
andreas k. xenofontos constructions & developers ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
andreas ch christofi audit services,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
andis cyprus employment services ltd / τατσιανα ημιαλινσκαγια μιχαηλ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
anastasiou & chrysanthou enterprises ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
an stasis estates co ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
amicorp (cyprus) ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
amacol ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
alumicorp limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
alpha insurance ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
alma signs ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
alm telecom services ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
alecoprint limited / χριστινα κοιλιαρη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
alasia land developments ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ajax hotel - nikolaou bros tourist enterprises ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
aim high consulting limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
agv klimacontrol ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
agisilaos demetriou and co ltd / μαρια λυσανδρου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
agios therapon violouk ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
agathangelos a. serghiou ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ag lush ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
aerotricity ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
adonis hygiene products lt,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
adairport media ltd / sharon ann robinson,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
act financial insurance agency & consultants limited / μιραντα μαυρακη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
agecare (cyprus) ltd,CY,Cyprus,project,,,,,,,Cyprus,,,Lefkoşa,1017,,,"Dimonaktos 12, Lefkoşa 1017, Cyprus",35.17566,33.370768,true,1000
c.a. stratcom consultants limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. v. logistics ltd / κυριακη ταπακουδη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. pavlos signs & co ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. pavlos sign & co ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. melekkis stationery supplies ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. m. starbeton ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. h. dome secretarial ltd / μαγδαληνη κακκουρα,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. g. rafi ltd / σταυρουλα χατζηθεοδουλου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. g. rafi ltd / κικα σαββα,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. a. china spice (bamboo) ltd / μαριλενα ολαοσεμπικαν,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. a. china spice (bamboo) ltd / μαρια ευαγορου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c. & g. pressmania printings office ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c&s mycinema ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c&m steelmaster ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c&a temp.control mechanic,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c t higher institute ltd,CY,Cyprus,project,,,,,,,United States,Connecticut,Hartford County,Hartford,6103,Columbus Boulevard,450,"450 Columbus Blvd Suite 510, Hartford, CT 06103, USA",41.7675462,-72.6689806,true,
c g therometal ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c christodoulou lefkosia premier cars ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c & s louca print ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c & p papatheodorou garage ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c & m steelmaster ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c & d cyprus waste industries ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c & c electrofuturo electrical contractors ltd / ελενα πετρη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
bow wow dog salon ltd/,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
booze and tobacco trading ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
blake johnson ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
blade entrprises ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
biscottino confectionery ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
bio-ilios (cyprus) ltd / κυριακοσ καλλησ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
beadsmania ευγενια χρυσαφη / κλημεντινα καψη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
balmain hair extensions lts,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
bake & go ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
baby look ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
b.o. electrohome ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
b & e amourabia ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
"aρτεμιου, πιερη & συνεργατεσ δ.επε",CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
aνδρεασ και αγγελοσ πετσα λτδ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
avidaltro ventures ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
avgoustinos avgousti sciencenter private institute limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
aurelia beauty center limited / δεσποινα χρυσομηλη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
auditview limited / εβελυν χατζηνικολαου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
audesy ltd - automated design systems,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
atlantean sea & air co ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
athina media services ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
artwood furniture & decoration ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
arte culto m.p. ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
aristos officeserv.net ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cyprofresh citrus sedigep (p.o.) ltd.,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cyportfolio ltd / ρενε μουσσουλιδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cymesh ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cyfast recondition ltd*,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cyberopsis webdata ltd -netquest,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cyano research ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cuts & curls ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
crpc ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
coudounari & elisseou ltd / νικη κωνσταντινου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
costas avraam autoservices ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
costas anastasiou customs agencies ltd / νατασα λεωνιδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
corona dental surgery and lab ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
comulti printforms ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cni noesis chemoinformatics ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cni civil engineering ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
clearcut post production ltd/,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cicm medical services limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ci christodoulou enterprises ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
chrysoplast trading ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
christina petevinou ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
christakis p. neophytou & sons enterprises ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
chris. christoforou auto service ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
chr&o rousounides enterprises ltd / ελενα παπαλλα,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
chilis auto and machinery services ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
chekmart media limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
chanat ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ch. klima flow mechanical engineering ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ch. c. cut hair studio / χρυσανθη χριστοφορου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ch china spise (bamboo) ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ch and ch the hills ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cdc xylo artistico ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
caterways ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
caterways co ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
caramina ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
canaco hotels ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
caf infocom ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.s.constantinides architects ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.s.a qs solutions ltd,CY,Cyprus,project,,,,,,,Netherlands,Utrecht,Amersfoort,Amersfoort,3821 BS,Modemweg,38,"Modemweg 38, 3821 BS Amersfoort, Netherlands",52.1719031,5.420255,true,
c.n.i. noesis chemoinformatics ltd.,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.m.a. bagno boutique ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.m. star beton ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.m. archidesign limited/,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.h.a.p. structural double glazing ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.e. 4cars ltd / ελενη αντρεου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.c. world link insurance agency ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.c. automechanics ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
c.a.m. efstathiades ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
efis beauty work / σαββουλα γιαννακου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
efis beauty work / σωτηρα γιαννακου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ecofuel (cyprus) limited,CY,Cyprus,project,,,,,,,Cyprus,,,Mari,,,,"Mari, Cyprus",34.7199128,33.3136147,true,
eco best (cyprus) ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
eating well gournet healthy meals/,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
easy plast products ltd (plast. icon products ltd),CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ea associates limited / ανδρεασ κ. μιχαηλ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e.s. skyview - unmanned aerial vehicles ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e.r. ethereal reflection ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e.m. the central dance school / χριστινα χαραλαμπουσ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e.m. apostolou formula ltd / νικολεττα ψαρα,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e.k.satone cy ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e.k. stagecraft ltd/,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e.c.custom-tech ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e. paraskevas catering ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e. p. medipalas ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e. a. primary educational services ltd / παναγιωτα καναρη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e. a. primary educational services ltd / θεοδωρα χατζηστυλλη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e. a. primary educational services ltd / μαρια κωνσταντινου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e-sport media and entertainment network media ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
e & p paris hair studio ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
dt design ltd / μαρθα γρηγοριου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
double m skip services ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
dmk accountants ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
divinia (schools) ltd / συλβανα ζαρμα,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
divinia (schools) ltd / anesta philaretou,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
dimis panayiotou enterprises ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
dimant ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
digital studio larko ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
design erre ltd/,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
dental – adamantium limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
demetris kkamaris auto service ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
demetris e. ioannou architecture studio ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
deloitte ltd / ελιζα λουκαιδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
dehak trading limited / θεοδωροσ τουροσ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
debbie's cookies ltd / βασω κωνσταντινου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
danny enterprises ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d.p.d. mot ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d.k. french rendez-vous ltd / esmiralda choursoulidou,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d.i.m.k ltd / τερψιθεα κουζουπου κυπριανου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d.a. stroman ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d. prodromou metal works & home accessories ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d. p. synergy for life ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d. machattos easy teeth ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d. dionysiou team ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d & m dentalway laboratories ltd / μαρια βιολαρη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
d & a star press ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
cyquip engineering services ltd.,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
g. a. a. beaute ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
g&t.g novatex solutions ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
g & p melas limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
"furniture manufacturers ""la qualite"" e.z.a.c. ltd",CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
freewaves automations ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
franzeskou bros metal (frenaros - famagusta) ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
forth design studio ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
follow me institute ltd / ανδρεασ καϊτησ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
florides & constantinou engineering consultants ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
flirt saloon limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
first elements euroconsultants ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
fileminders ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
fa food allergens lab lt,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
f.t.fantastic english ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
f.g. safety glass limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
f. fani ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
exturpi causa limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
exsus services limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
evros & popi drousiotou ltd/,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
europa donna cyprus / χρυσταλλα χατζησαββα,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
europa donna cyprus / γεωργια γεωργιου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
euro-plumb limited / δωρα χριστοδουλου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
etos star holdings ltd / ανδρεασ σιηππησ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
esmartbiz ltd.,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ermes department stores plc / μαρια χαγκουδη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
epos-iasis research and development ltd.,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
epos-iasis research and development ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
epichirisis n. a. ioulianoy ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
enotis company ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
empex ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ellada x. spa hair salon ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
elisavet psara optical ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
elina zannetou trading ltd/,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
elias myrianthous consultants limited / μυρια σιελη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
elias & chrysoulla philotheou ltd / χαραλαμποσ γεωργιαδησ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
eliades prosthodontics & dental implant center limited,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
eleni papakosta prinate institute limassol school of english ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
elementum ltd/,CY,Cyprus,project,,,,,,,United Kingdom,England,Lancashire,Fulwood,PR2 9TH,Broadway,1C,"1C Broadway, Fulwood, Preston PR2 9TH, UK",53.7919733,-2.7141256,true,
electromagnetic valley ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
g. hadjikleanthous trading ltd / γεωργια γεωργιαδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
g. c. hadjigeorgiou car accessories / κατερινα κελιρη,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
g. c. euroaudit ltd / ευτυχια χρυσοστομου- ζαφειριαδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
g. c. euroaudit ltd / κυριακη κυριακιδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
g. c. euroaudit ltd / ειρηνη παπαδοπουλου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
fmx enterprises ltd,CY,Cyprus,project,,,,,,,Cyprus,Nicosia,,Nicosia,,,,"Nicosia, Cyprus",35.1607688,33.3694698,true,1000
irriplast trading ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
ip research ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
iordanous agrofarm meat market ltd / παρασκευασ τουμπασ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
investia property consultants ltd / ειρηνη εγγονιδου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
investia property consultants ltd / lukrecija στυλιανου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
interfusion services ltd / νικοσ ευμηδησ,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
icon-optical ltd,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
iacovou brothers (constructions) ltd / ναγια (παναγιωτα) θεοδοτου,CY,Cyprus,project,,,,,,,,,,,,,,,,,true,
