beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address,result_country,result_region,result_county,result_city,result_postal_code,result_street,result_number,result_full_address,result_lat,result_long,geocoded,lau
broadstone engineering ltd.,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
brooks ebusiness/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
building compliance ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
burke fabrication ltd.,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
business advice forum,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
business advisor,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
business networking event,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
buy irish online,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
bw irish collectables,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
c&n photoframing ltd.,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
c.j. simulators ltd.,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cam childcare ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
camillus king t/a midland marketing    services,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
carlo rizzini / business expansion,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
caroilin callery,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
carol collins,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
caroline clancy,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
caroline joyce t/a cara b/e,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
caroline lane,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
caroline o dowd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
catercool limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cathal curtin,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cathal daly - p/g,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cathal johnson harmonicas,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
catherine kilgallen,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cearbhuil bespoke furniture,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cedar surfboards,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cedrarock ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
celitc mist,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
centre earth ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
charles hoysted,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
charlie finneran - cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
check your tennant,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
chic-hens,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
chipright/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
chris malone,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
chris reilly / innovation,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
christopher connolly,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cian prendergast,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
ciara carolan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
"ciara flood, t/ herbs on thyme",IE,Ireland,project,,,,,,,,,,,,,,,,,True,
ciara layden,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
ciara morris,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
ciaran hanlon,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
ciaran mckenna,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
ciaran timoney,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
circles direct ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
citrus orange,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cl multi insulation,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
claddagh wood,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
claire cunningham,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
clarke's marina,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
clean pass ltd/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cloceardlann na gcnoc,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
clodagh flannery/emp,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
clodagh flannery/feas,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
clodagh mcgovern,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
clonard exec mgt,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
clonasee organic farm/feas,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cmc air tightness,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
coast to coast recyclers,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colin delaney,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colin delaney /business expansion,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colin delaney 2011/08,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colleen curran,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
collette hamilton,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
collum & gregg,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colm brennan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colm hogan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colm o hagan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colm o' hagan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colman dooley,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
colwell brothers ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
combi gts ltd.,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
comhlacht forbartha an tearmainn,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
compleat travel solutions,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
completehome.ie,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
comprehensive analysis of nucleosome stability & d,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
computerised bookkeeping systems,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
comss,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
conger enterprise ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
connaught signs ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
connaughton nurseries ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
connemara view/empl,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
conor gray,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
conor mcnamara,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
conor tuite,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
core components,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cormac smith,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
corr & flynn joinery,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
corrigan gaetani,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
"corrigan gaetani, t/a ballyshiel toffee",IE,Ireland,project,,,,,,,,,,,,,,,,,True,
corrosion control ireland,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
corroy trading partnership,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
corroy trading partnership b/e,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
courthill foods,IE,Ireland,project,,,,,,,United Kingdom,England,Oxfordshire,Letcombe Regis,OX12 9NE,Court Hill Road,,"Ct Hill Rd, Letcombe Regis, Wantage OX12 9NE, UK",51.562276,-1.433246,True,
cox transport,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
craft forum,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
crana handknits ireland ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
crannagh & co. inter. trade,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
creative freedom - cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
croughmackeen ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cuan tamhnaigh teoranta,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cuinneog /tom butler - b/e,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
curry seafoods,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
custom woodwork,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
customer services 2013,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cut-e consulting,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cyril & lorraine farrar,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cyril stanley & hazel greene t/a    bramber studio,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
cyril stanley& hazel greene t/a bramber studio,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
daco equipment,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dale farrell,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
damien nally & francis dillon/priming,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
daniel beck,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
danu wind energy solutions,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dara mulvey,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
darren devers,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
darren doyle/emp,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
darren louet feisser,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
davey transport limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
david casey - cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
david graham,IE,Ireland,project,,,,,,,United Kingdom,Northern Ireland,Dungannon and South Tyrone,,BT71 7HB,,,"2-3 Linen Green, Dungannon BT71 7HB, UK",54.48596360000001,-6.752879600000001,True,
david knight,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
david konieczny,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
david mcallister,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dawn howard,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dbx communications,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
debs dogs/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
declan donoghue/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
deeda consulting/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
deirdre brady 2011/14,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
"deirdre cunningham, t/a north west adventure centre",IE,Ireland,project,,,,,,,,,,,,,,,,,True,
deirdre lenihan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
delaney boilers limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dell blinds/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
denis dooley,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
denre studios ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
derek nevin,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dermot connolly/paul taaffe,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dermot fox,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dermot martin,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dermot martin t/a flowers to remember,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dermot mcardle,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dermot mcnally,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dermot o'brien t/a d's your dent man,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
derrymore peat,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
desmond yeoman/feas,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
detta mc niffe,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dg ventures ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
diaga ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
diamond water productions,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
digiwire ltd.,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dimedium limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
diorite ireland ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
discover training,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
docsolid consulting limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dolly tub,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dominic leonard,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
don duncan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
donegal town community chamber ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
doobally stud,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dorene allen mcmanus,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
droghedadeals.com,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
drumstra ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
drumstra ltd.,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
du-more embroidery,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
duffy tyre recycling ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
dunnes stores,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
e sharry multy development ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eamon kelly,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eamon smith,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eamonn cushnahan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eco electrics,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eco home insulation,IE,Ireland,project,,,,,,,United Kingdom,England,Derbyshire,,S18 7SD,Cowley Lane,,"Summerley, Cowley Ln, Sheffield S18 7SD, UK",53.29127099999999,-1.501361,True,
ecowood energy systems,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
edel fallon,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
edyta szymanska,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eirewood p/g,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eirscan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eirsim,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
elaine mullally t/a clown around,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
elegant drapes,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
elevated photograpy/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
elie beauty ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
elphin day care centre,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
emer conlon,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
emmet featherstone,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
emsl limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
emss limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
enda gerety,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
enda kinlan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
enda prendergast,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
enda savage,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
energeo ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
energy matters,IE,Ireland,project,,,,,,,Australia,Victoria,Port Phillip City,Southbank,3007,City Road,359-361,"359-361 City Rd, Southbank VIC 3007, Australia",-37.83020500000001,144.955182,True,
engineering & maintenance support    limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
enviro waste water,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
enviroco management limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eoghan kenny,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eoin & austin reid,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eointec solutions,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
epc extrusion cuttings limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
epsr portarlington: tender action and construction phase,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
erika brunackzi,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
erin energy ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
ets printers limted,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
euram air leases (ire) limited,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eurolining solutions ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
eva brennan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
exotic inspirations ltd 2011/19 declan    rodich,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
external insulation 4 u,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fcdm ltd be,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
feoil freight b/e,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fergal lawlor,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fern heasty,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fiachra finnegan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
financial management 2013 (m2),IE,Ireland,project,,,,,,,,,,,,,,,,,True,
"finn mulcahy & o neill ltd., t/a    irish institute of energy efficiency",IE,Ireland,project,,,,,,,,,,,,,,,,,True,
finola o'reilly t/a manor hill,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fintan o'halloran/ emp. 2009/41,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fiona & michael coughlan,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fiona mc guire,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fiskardo ltd bernie moore,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
fjd surveyors,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
flair by design,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
flamers ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
flanagan golf ltd/cap,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
flynn wood 2 go ltd,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
foca organics,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
frak mulgrew,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
frances gannon -p/g,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
francesca naylor,IE,Ireland,project,,,,,,,,,,,,,,,,,True,
