beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address,result_country,result_region,result_county,result_city,result_postal_code,result_street,result_number,result_full_address,result_lat,result_long,geocoded,lau
EDITIONS ERASME,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Namen,Namen,5004,Avenue Baudouin Premier,2,"Avenue Baudouin Premier 2, 5004 Namen, Belgium",50.4759858,4.884623299999999,True,92094
SRWT (Société Régionale Wallonne des Transports),BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5100,Avenue du Gouverneur Bovesse,96,"Avenue du Gouverneur Bovesse 96, 5100 Namur, Belgium",50.4595442,4.875792,True,92094
GRAFE LECOCQ ET FILS,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5000,Place Saint-Aubain,9-13,"Place Saint-Aubain 9-13, 5000 Namur, Belgium",50.46429,4.859648,True,92094
WOW TECHNOLOGY,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Naninne,5100,Rue des Pieds d'Alouette,18,"Rue des Pieds d'Alouette 18, 5100 Naninne, Belgium",50.42533369999999,4.926617499999999,True,92094
Fédération du Tourisme de la Province de Namur,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5000,Avenue Reine Astrid,22,"Avenue Reine Astrid 22, 5000 Namur, Belgium",50.4621115,4.8564704,True,92094
Développement en Traitementde l'Information,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5100,Rue de la Gare de Naninne,35,"Rue de la Gare de Naninne 35, 5100 Namur, Belgium",50.41844469999999,4.923870600000001,True,92094
REVER,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5000,Rue Godefroid,5-7,"Rue Godefroid 5-7, 5000 Namur, Belgium",50.4664359,4.862399000000001,True,92094
DOGSTUDIO,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5000,Rue de l'Evêché,10,"Rue de l'Evêché 10, 5000 Namur, Belgium",50.46335,4.859904999999999,True,92094
VIGO UNIVERSAL,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5100,Route de Saint-Gérard,310,"Route de Saint-Gérard 310, 5100 Namur, Belgium",50.4102602,4.840876699999999,True,92094
HYDRO+RENTAL,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Suarlée,5020,Rue de Gembloux,673,"Rue de Gembloux 673, 5020 Suarlée, Belgium",50.49465110000001,4.804116100000001,True,92094
MEUSE ET SAMBRE,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5000,Rue de Namur,16,"Rue de Namur 16, 5000 Namur, Belgium",50.46544590000001,4.9125231,True,92094
Commissariat Général au Tourisme,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Jambes,5100,Avenue du Gouverneur Bovesse,74,"Avenue du Gouverneur Bovesse 74, 5100 Jambes, Belgium",50.4591973,4.875361099999999,True,92094
ASBL Musées et Société en Wallonie,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5000,Rue du Moulin de Meuse,,"Rue du Moulin de Meuse, 5000 Namur, Belgium",50.4651,4.913689999999999,True,92094
Office de Promotion du Tourisme de Wallonie et de Bruxelles ASBL (OPT),BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5000,Avenue Comte de Smet de Nayer,14,"Avenue Comte de Smet de Nayer 14, 5000 Namur, Belgium",50.4647546,4.876244799999999,True,92094
Office de Promotion du Tourisme de Wallonie et de Bruxelles ASBL,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5000,Avenue Comte de Smet de Nayer,14,"Avenue Comte de Smet de Nayer 14, 5000 Namur, Belgium",50.4647546,4.876244799999999,True,92094
PAILLE TECH,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Franière,5150,Rue de la Glacerie,6,"Rue de la Glacerie 6, 5150 Franière, Belgium",50.434629,4.738883,True,92045
Etablissements Hublet,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Namen,Floreffe,5150,,,"Rue des Artisans 12, 5150 Floreffe, Belgium",50.446018,4.771989,True,92045
ENTREPRISES Jean NONET et FILS,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Namen,Floreffe,5150,,,"Rue des Artisans 10, 5150 Floreffe, Belgium",50.445936,4.771903000000001,True,92045
UPIGNAC,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Upigny,5310,Route de la Bruyère,100,"Route de la Bruyère 100, 5310 Upigny, Belgium",50.5762557,4.866389900000001,True,92035
UN PAS PLUS LOIN,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Namur,5100,Chaussée de Marche,935,"Chaussée de Marche 935, 5100 Namur, Belgium",50.4117538,4.9518898,True,92006
DOTHEE,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Assesse,5330,Rue Ernest Matagne,19,"Rue Ernest Matagne 19, 5330 Assesse, Belgium",50.367314,5.051260000000001,True,92006
LANGE CHRISTIAN,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Andenne,5300,Rue de l'Ile Dossai,,"Rue de l'Ile Dossai, 5300 Andenne, Belgium",50.4945625,5.051284699999999,True,92003
DIABETICOM,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Andenne,5300,Rue Bourie,14,"Rue Bourie 14, 5300 Andenne, Belgium",50.5070586,5.1366619,True,92003
Affinerie de la Meuse,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Seilles,5300,Rue André Renard,5,"Rue André Renard 5, 5300 Seilles, Belgium",50.4967475,5.0408634,True,92003
SMOLINFO,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Purnode,5530,Rue d'Awagne,5,"Rue d'Awagne 5, 5530 Purnode, Belgium",50.30931200000001,4.943023999999999,True,91141
TILMAN,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Namen,Somme-Leuze,5377,,,"ZI Sud 15, 5377 Somme-Leuze, Belgium",50.280871,5.3492361,True,91120
S.A. TILMAN,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Namen,Somme-Leuze,5377,,,"ZI Sud 15, 5377 Somme-Leuze, Belgium",50.280871,5.3492361,True,91120
ARGIBAT,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Houyet,5564,Petit Wanlin,10,"Petit Wanlin 10, 5564 Houyet, Belgium",50.150322,5.0730868,True,91072
SCRLFS Fromagerie du Gros Chêne ,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Méan,5372,Gros-Chêne,2,"Gros-Chêne 2, 5372 Méan, Belgium",50.353582,5.3472724,True,91064
"Land, Farm & Men",BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Havelange,5370,Montegnet,23,"Montegnet 23, 5370 Havelange, Belgium",50.3872198,5.194410400000001,True,91064
BECARV,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Namen,Rochefort,5580,Rue de la Griotte,15,"Rue de la Griotte 15, 5580 Rochefort, Belgium",50.1720543,5.199668799999999,True,91114
ASBL Attractions et Tourisme,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Han-sur-Lesse,5580,Rue des Grottes,6,"Rue des Grottes 6, 5580 Han-sur-Lesse, Belgium",50.124893,5.188267000000001,True,91114
CARROSSERIE DIVOY MICHAEL,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Gedinne,5575,Rue Albert Marchal,70,"Rue Albert Marchal 70, 5575 Gedinne, Belgium",49.9869673,4.929917500000001,True,91054
IFAPME,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Dinant,5500,Rue Fetis,61,"Rue Fetis 61, 5500 Dinant, Belgium",50.2715182,4.9004362,True,91034
IFAPME - Institut de formation en alternance et des indépendants et des petites et moyennes entreprises,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Dinant,5500,Rue Fetis,61,"Rue Fetis 61, 5500 Dinant, Belgium",50.2715182,4.9004362,True,91034
SANIFOX,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Ciney,5590,Enhet Centre,47,"Enhet Ctre 47, 5590 Ciney, Belgium",50.2243363,5.1032836,True,91030
Ets BISTER,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Namen,Ciney,5590,,,"Rue du Parc Industriel d'Achêne 10, 5590 Ciney, Belgium",50.265249,5.06064,True,91030
Alvénat,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Achene,5590,Rue du Houisse,15,"Rue du Houisse 15, 5590 Achene, Belgium",50.2623179,5.0655151,True,91030
Techno.bel,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Namen,Ciney,5590,,,"Allée des Artisans 19, 5590 Ciney, Belgium",50.31143300000001,5.107398000000001,True,91030
CARDEM,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Bièvre,5555,Rue de Bellefontaine,4,"Rue de Bellefontaine 4, 5555 Bièvre, Belgium",49.93984039999999,5.011138699999999,True,91015
NEW SOKAO,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Beauraing,5570,Rue de Rochefort,233,"Rue de Rochefort 233, 5570 Beauraing, Belgium",50.1209955,4.980906500000001,True,91013
Menuiserie DAUSSAINT,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Namur,Beauraing,5570,Rue des Loires,22,"Rue des Loires 22, 5570 Beauraing, Belgium",50.1229495,4.946384699999999,True,91013
Province de Namur,BE,Belgium,beneficiary,,,,,,,Belgium,Walloon Region,Province of Namur,,,,,"Province of Namur, Belgium",50.3310218,4.8221456,True,91005
Brasserie d'Orval,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Florenville,6823,Orval,,"2, Orval, 6823 Florenville, Belgium",49.6383775,5.3497572,True,85011
Société Technique des Echange urs de Chaleur,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Sainte-Cécile (Florenville),6820,Rue de Fontenoille,17,"Rue de Fontenoille 17, 6820 Sainte-Cécile (Florenville), Belgium",49.72546299999999,5.239228,True,85011
CARRIERE EMOND,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Chassepierre (Florenville),6824,Le Buisson des Cailles,10,"Le Buisson des Cailles 10, 6824 Chassepierre (Florenville), Belgium",49.7074132,5.2582776,True,85011
ART BOIS ETALLE,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Étalle,6740,z.i. Gauntaufet,8,"z.i. Gauntaufet 8, 6740 Étalle, Belgium",49.66044389999999,5.6030381,True,85009
DEOM TURBO,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Libramont-Chevigny,6800,Avenue de Bouillon,172,"Avenue de Bouillon 172, 6800 Libramont-Chevigny, Belgium",49.90508,5.332419299999999,True,84077
LE FOREM,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Libramont-Chevigny,6800,Rue de l'Ancienne Gare,38,"Rue de l'Ancienne Gare 38, 6800 Libramont-Chevigny, Belgium",49.92187000000001,5.383070000000001,True,84077
Etablissements Charles MAQUET et Fils ,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Recogne (Libramont-Chev.),6800,Rte de Saint-Hubert,53,"Rte de Saint-Hubert 53, 6800 Recogne (Libramont-Chev.), Belgium",49.9208059,5.352046200000001,True,84077
Le FOREM,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Libramont-Chevigny,6800,Rue de l'Ancienne Gare,38,"Rue de l'Ancienne Gare 38, 6800 Libramont-Chevigny, Belgium",49.92187000000001,5.383070000000001,True,84077
Chambre de Commerce et d'Industrie du Luxembourg belge,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Libramont-Chevigny,6800,"Libramont, Grand'rue",1,"Libramont, Grand'rue 1, 6800 Libramont-Chevigny, Belgium",49.9168298,5.377250399999999,True,84077
C.M.L. Industries,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Libramont-Chevigny,6800,r. Fonteny Maroye,61,"r. Fonteny Maroye 61, 6800 Libramont-Chevigny, Belgium",49.91101599999999,5.392424899999999,True,84077
Menuiserie Olivier,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Wellin,6920,Rue Théodore Olix,75,"Rue Théodore Olix 75, 6920 Wellin, Belgium",50.08959110000001,5.0638912,True,84075
LA MAISON DE DEMAIN,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Paliseul,6850,Rue de Vivy,24,"Rue de Vivy 24, 6850 Paliseul, Belgium",49.893437,5.075091,True,84050
HYDROPROTECT,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Neufchâteau,6840,Chaussée de la Braquenière,,"Chaussée de la Braquenière, 6840 Neufchâteau, Belgium",49.863708,5.427193999999999,True,84043
CREACTION,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Luxemburg,Redu,6890,,,"Station ESA, rue de Daverdisse, 6890 Redu, Belgium",50.00165689999999,5.146256999999999,True,84035
PIERRET EXTRUSION,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Luxemburg,Libin,6890,,,"Le Cerisier 10, 6890 Libin, Belgium",50.00234599999999,5.224412,True,84035
Stallbois,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Étalle,6740,Rue Belle-Vue,50,"Rue Belle-Vue 50, 6740 Étalle, Belgium",49.6987492,5.6192503,True,85046
Flexiways,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Habay-la-Vieille,6723,Rue du Maupassage,35,"Rue du Maupassage 35, 6723 Habay-la-Vieille, Belgium",49.7299009,5.612613399999999,True,85046
JAGUAR - THIRY,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Luxemburg,Habay,6720,,,"Route de Gérasa, 9, 6720 Habay, Belgium",49.70596399999999,5.620530999999999,True,85046
PIERRET,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Corbion (Bouillon),6838,Rue du Sommet,30-32,"Rue du Sommet 30-32, 6838 Corbion (Bouillon), Belgium",49.7930743,5.012630199999999,True,84010
Le Saupont,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Luxemburg,Bertrix,6880,,,"Rue de Lonnoux 2, 6880 Bertrix, Belgium",49.863709,5.280916,True,84009
Les Carrières DE LA FLECHE,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Bertrix,6880,Route des Gohineaux,,"Route des Gohineaux, 6880 Bertrix, Belgium",49.879869,5.237262,True,84009
ARDOISIERES D'HERBEUMONT,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Luxemburg,Orgeo,6880,,,"rue du Babinay, 2, 6880 Orgeo, Belgium",49.813025,5.281562999999999,True,84009
Progrescom,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Bertrix,6880,Rue des Prés la Mercire,6,"Rue des Prés la Mercire 6, 6880 Bertrix, Belgium",49.86153969999999,5.280681899999998,True,84009
BIOSPEEDHOME,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Manhay,6960,Rue des Boussines,46,"Rue des Boussines 46, 6960 Manhay, Belgium",50.3061779,5.7100414,True,83055
HMS BAUSYSTEME,BE,Belgium,beneficiary,,,,,,,Belgium,Walloon Region,Luxembourg,Manhay,6960,,,"6960 Manhay, Belgium",50.3057289,5.710626800000001,True,83055
Apptree,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Luxemburg,Marche-en-Famenne,6900,,,"Science 8, 6900 Marche-en-Famenne, Belgium",50.23541,5.293675,True,83034
ASBL Pays de Famenne,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Marche-en-Famenne,6900,Rue Saint-Laurent,14,"Rue Saint-Laurent 14, 6900 Marche-en-Famenne, Belgium",50.22755039999999,5.344662999999999,True,83034
CER,BE,Belgium,beneficiary,,,,,,,Belgium,Waals Gewest,Luxemburg,Aye,6900,,,"Rue de la Science, 8, 6900 Aye, Belgium",50.23530299999999,5.292628,True,83034
Union des classes Moyennes de la Province de Namur (UCM),BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Aye,6900,r. Porte-Basse,2,"r. Porte-Basse 2, 6900 Aye, Belgium",50.22493,5.296950000000001,True,83034
THYMOLUX,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Marche-en-Famenne,6900,Rue du Point du Jour,8,"Rue du Point du Jour 8, 6900 Marche-en-Famenne, Belgium",50.2064178,5.328923699999999,True,83034
JMei,BE,Belgium,beneficiary,,,,,,,Belgium,Wallonie,Luxembourg,Marche-en-Famenne,6900,Chaussée de Rochefort,123,"Chaussée de Rochefort 123, 6900 Marche-en-Famenne, Belgium",50.19957720000001,5.3174297,True,83034
