lau1_code,lau2_code
CZ0202,531154
CZ0202,531685
CZ0202,531693
CZ0202,533963
CZ0202,531782
CZ0202,531138
CZ0203,532720
CZ0203,532070
CZ0203,532959
CZ0203,532461
CZ0203,532576
CZ0203,532312
CZ0203,551457
CZ0203,532479
CZ0203,532282
CZ0203,532762
CZ0203,541991
CZ0203,571431
CZ0203,532711
CZ0203,532908
CZ0203,532525
CZ0203,564087
CZ0203,532185
CZ0203,532797
CZ0203,533050
CZ0203,532088
CZ0203,564125
CZ0203,532274
CZ0203,532401
CZ0203,532142
CZ0203,532916
CZ0203,513041
CZ0203,532444
CZ0203,532967
CZ0203,532681
CZ0203,535010
CZ0203,513075
CZ0203,532177
CZ0203,564150
CZ0203,532410
CZ0203,533157
CZ0203,532801
CZ0203,532452
CZ0203,532754
CZ0203,532835
CZ0203,532355
CZ0203,599425
CZ0203,532339
CZ0203,532291
CZ0203,513113
CZ0203,532321
CZ0203,532223
CZ0203,535150
CZ0203,533114
CZ0203,571512
CZ0203,532495
CZ0203,533122
CZ0203,564192
CZ0203,532363
CZ0203,532584
CZ0203,532665
CZ0203,532126
CZ0203,535109
CZ0203,533033
CZ0203,532819
CZ0203,571521
CZ0203,535125
CZ0203,599441
CZ0203,532631
CZ0203,533017
CZ0203,532347
CZ0203,533009
CZ0203,532428
CZ0203,532517
CZ0203,532207
CZ0203,513032
CZ0203,532169
CZ0203,571598
CZ0203,512991
CZ0203,532860
CZ0203,532533
CZ0203,533149
CZ0203,532827
CZ0203,532371
CZ0203,599433
CZ0203,532975
CZ0203,571601
CZ0203,535095
CZ0203,532738
CZ0203,533068
CZ0203,533092
CZ0203,532398
CZ0203,533025
CZ0203,532100
CZ0203,532983
CZ0203,532487
CZ0203,532053
CZ0203,571423
CZ0203,532851
CZ0203,513130
CZ0203,532657
CZ0203,532771
CZ0203,533041
CZ0203,532118
CZ0203,532622
CZ0203,571555
CZ0204,537675
CZ0204,533475
CZ0204,533211
CZ0204,537888
CZ0204,533530
CZ0204,513237
CZ0204,533831
CZ0204,513369
CZ0204,533459
CZ0204,564800
CZ0204,571717
CZ0204,513288
CZ0204,533220
CZ0204,513202
CZ0204,513270
CZ0204,533921
CZ0204,538035
CZ0204,513148
CZ0204,533653
CZ0204,533858
CZ0204,513261
CZ0204,533467
CZ0204,599484
CZ0204,533696
CZ0204,533289
CZ0204,533351
CZ0204,533645
CZ0204,533190
CZ0204,599476
CZ0204,533734
CZ0204,564702
CZ0204,533599
CZ0204,533297
CZ0204,533181
CZ0204,599450
CZ0204,513423
CZ0204,537748
CZ0204,513164
CZ0204,513393
CZ0204,533726
CZ0204,533629
CZ0204,533840
CZ0204,533742
CZ0204,533505
CZ0204,513415
CZ0204,564681
CZ0204,533513
CZ0204,533661
CZ0204,533700
CZ0204,571687
CZ0204,533581
CZ0204,513181
CZ0204,533424
CZ0204,533556
CZ0204,533173
CZ0204,537705
CZ0204,533394
CZ0204,533891
CZ0204,533327
CZ0204,533238
CZ0204,533246
CZ0204,533882
CZ0204,564826
CZ0204,533483
CZ0204,533271
CZ0204,533343
CZ0204,533262
CZ0204,533408
CZ0204,533866
CZ0204,533386
CZ0204,533769
CZ0204,533751
CZ0204,533785
CZ0204,571636
CZ0204,533807
CZ0204,533611
CZ0204,534994
CZ0204,533165
CZ0204,533947
CZ0204,533441
CZ0204,533823
CZ0204,533637
CZ0204,533777
CZ0204,537641
CZ0204,533301
CZ0204,533815
CZ0204,533521
CZ0204,533572
CZ0204,533360
CZ0205,531111
CZ0205,534641
CZ0205,534617
CZ0205,528196
CZ0205,551465
CZ0205,534480
CZ0205,534340
CZ0205,534013
CZ0205,530981
CZ0205,534366
CZ0205,534323
CZ0205,531359
CZ0205,534251
CZ0205,530875
CZ0205,534552
CZ0205,534137
CZ0205,534412
CZ0205,530832
CZ0205,533980
CZ0205,534501
CZ0205,534668
CZ0205,534498
CZ0205,530859
CZ0205,534510
CZ0205,529524
CZ0205,534161
CZ0205,534030
CZ0205,534242
CZ0205,534307
CZ0205,531286
CZ0205,534064
CZ0205,534005
CZ0205,533998
CZ0205,530964
CZ0205,531383
CZ0205,534561
CZ0205,534021
CZ0205,530999
CZ0205,534595
CZ0205,534633
CZ0205,534315
CZ0205,534650
CZ0205,529559
CZ0205,534153
CZ0205,534609
CZ0205,533955
CZ0205,534099
CZ0205,531481
CZ0205,531367
CZ0205,534579
CZ0205,534081
CZ0205,534358
CZ0205,531405
CZ0205,533971
CZ0205,534439
CZ0205,534200
CZ0205,531391
CZ0205,534374
CZ0205,531413
CZ0205,534391
CZ0205,534188
CZ0205,534196
CZ0205,534056
CZ0205,531421
CZ0205,534587
CZ0205,531430
CZ0205,531065
CZ0205,534536
CZ0205,530930
CZ0205,534226
CZ0205,531197
CZ0205,534544
CZ0205,530956
CZ0205,534277
CZ0205,530972
CZ0205,531278
CZ0205,534293
CZ0205,534528
CZ0205,534331
CZ0205,534129
CZ0205,571741
CZ0205,534625
CZ0205,534102
CZ0205,531260
CZ0205,531341
CZ0205,531014
CZ0205,526622
CZ0205,534170
CZ0206,535133
CZ0206,598291
CZ0206,531570
CZ0206,531502
CZ0206,531651
CZ0206,535338
CZ0206,535117
CZ0206,534773
CZ0206,535214
CZ0206,535061
CZ0206,531928
CZ0206,531987
CZ0206,539201
CZ0206,534901
CZ0206,599492
CZ0206,534935
CZ0206,535311
CZ0206,532673
CZ0206,531774
CZ0206,535290
CZ0206,535001
CZ0206,535044
CZ0206,534722
CZ0206,538647
CZ0206,535036
CZ0206,535303
CZ0206,531677
CZ0206,535354
CZ0206,535168
CZ0206,535273
CZ0206,531731
CZ0206,534838
CZ0206,534749
CZ0206,529575
CZ0206,535028
CZ0206,534820
CZ0206,534978
CZ0206,531863
CZ0206,534676
CZ0206,538345
CZ0206,535222
CZ0206,535257
CZ0206,529583
CZ0206,531561
CZ0206,534897
CZ0206,531898
CZ0206,531707
CZ0206,531511
CZ0206,535052
CZ0206,534790
CZ0206,535397
CZ0206,531499
CZ0206,535079
CZ0206,571792
CZ0206,535265
CZ0206,535320
CZ0206,535141
CZ0206,531871
CZ0206,534846
CZ0206,535389
CZ0206,534714
CZ0206,535087
CZ0206,534803
CZ0206,534951
CZ0206,531936
CZ0206,534731
CZ0206,571784
CZ0206,534765
CZ0206,535192
CZ0207,535834
CZ0207,536717
CZ0207,571075
CZ0207,557030
CZ0207,570842
CZ0207,536709
CZ0207,536211
CZ0207,536041
CZ0207,570826
CZ0207,536768
CZ0207,536938
CZ0207,536334
CZ0207,536261
CZ0207,571156
CZ0207,570753
CZ0207,571067
CZ0207,536008
CZ0207,536458
CZ0207,565920
CZ0207,571849
CZ0207,571881
CZ0207,535923
CZ0207,570761
CZ0207,535869
CZ0207,536351
CZ0207,536326
CZ0207,535711
CZ0207,536377
CZ0207,536164
CZ0207,571946
CZ0207,535478
CZ0207,565539
CZ0207,535451
CZ0207,529613
CZ0207,571989
CZ0207,599557
CZ0207,529605
CZ0207,536121
CZ0207,536997
CZ0207,535672
CZ0207,571865
CZ0207,535729
CZ0207,535567
CZ0207,570818
CZ0207,536580
CZ0207,529591
CZ0207,536407
CZ0207,535583
CZ0207,565750
CZ0207,535427
CZ0207,598241
CZ0207,565733
CZ0207,599531
CZ0207,570991
CZ0207,536661
CZ0207,536067
CZ0207,536971
CZ0207,536431
CZ0207,571806
CZ0207,535419
CZ0207,571121
CZ0207,571814
CZ0207,535443
CZ0207,565725
CZ0207,565822
CZ0207,536989
CZ0207,570770
CZ0207,535630
CZ0207,570923
CZ0207,535818
CZ0207,571148
CZ0207,565661
CZ0207,566039
CZ0207,536636
CZ0207,571172
CZ0207,565628
CZ0207,599514
CZ0207,536172
CZ0207,565571
CZ0207,535966
CZ0207,535931
CZ0207,535974
CZ0207,599573
CZ0207,536440
CZ0207,536610
CZ0207,535656
CZ0207,535486
CZ0207,565636
CZ0207,570788
CZ0207,536270
CZ0207,535702
CZ0207,536652
CZ0207,570974
CZ0207,535745
CZ0207,536857
CZ0207,571938
CZ0207,536202
CZ0207,536024
CZ0207,535605
CZ0207,536491
CZ0207,570940
CZ0207,565563
CZ0207,570893
CZ0207,565644
CZ0207,535516
CZ0207,565784
CZ0207,565652
CZ0207,571997
CZ0207,570982
CZ0207,565580
CZ0207,571032
CZ0207,572012
CZ0207,535621
CZ0207,536181
CZ0207,572021
CZ0207,571971
CZ0207,535508
CZ0207,599522
CZ0207,566047
CZ0207,535559
CZ0208,537268
CZ0208,537586
CZ0208,537080
CZ0208,537250
CZ0208,537314
CZ0208,537756
CZ0208,537349
CZ0208,537993
CZ0208,599662
CZ0208,537039
CZ0208,537373
CZ0208,537403
CZ0208,599638
CZ0208,537161
CZ0208,537462
CZ0208,537501
CZ0208,537446
CZ0208,537578
CZ0208,537985
CZ0208,599654
CZ0208,537721
CZ0208,537047
CZ0208,537489
CZ0208,537551
CZ0208,537977
CZ0208,537152
CZ0208,529630
CZ0208,537616
CZ0208,599697
CZ0208,537900
CZ0208,537128
CZ0208,537764
CZ0208,537233
CZ0208,537004
CZ0208,537942
CZ0208,537306
CZ0208,537853
CZ0208,534471
CZ0208,534871
CZ0208,537802
CZ0208,534706
CZ0208,534943
CZ0208,599581
CZ0208,537331
CZ0208,537411
CZ0208,537438
CZ0208,537098
CZ0208,536083
CZ0208,534862
CZ0208,503410
CZ0208,537896
CZ0208,599590
CZ0208,537101
CZ0208,534889
CZ0208,537390
CZ0208,537179
CZ0208,537055
CZ0208,537110
CZ0208,534757
CZ0208,534919
CZ0208,599301
CZ0208,537781
CZ0208,537217
CZ0208,599671
CZ0208,537454
CZ0208,537951
CZ0208,537357
CZ0208,537683
CZ0208,537659
CZ0208,599620
CZ0208,537225
CZ0208,537799
CZ0208,599611
CZ0208,537292
CZ0208,551481
CZ0208,537667
CZ0208,537497
CZ0208,537837
CZ0208,537560
CZ0208,537861
CZ0208,537276
CZ0208,537811
CZ0208,537021
CZ0208,534854
CZ0208,537624
CZ0208,537632
CZ0208,537772
CZ0209,538370
CZ0209,538779
CZ0209,538141
CZ0209,538132
CZ0209,538523
CZ0209,538094
CZ0209,529656
CZ0209,538272
CZ0209,538990
CZ0209,564788
CZ0209,599719
CZ0209,565008
CZ0209,599221
CZ0209,538973
CZ0209,539040
CZ0209,571954
CZ0209,539015
CZ0209,538442
CZ0209,538892
CZ0209,538639
CZ0209,564974
CZ0209,538515
CZ0209,564885
CZ0209,538477
CZ0209,538507
CZ0209,535362
CZ0209,534986
CZ0209,538574
CZ0209,539091
CZ0209,533254
CZ0209,538825
CZ0209,538761
CZ0209,565989
CZ0209,533416
CZ0209,533904
CZ0209,538884
CZ0209,505781
CZ0209,571644
CZ0209,538256
CZ0209,538051
CZ0209,539058
CZ0209,538485
CZ0209,531553
CZ0209,538248
CZ0209,538914
CZ0209,538167
CZ0209,538671
CZ0209,534960
CZ0209,538850
CZ0209,538809
CZ0209,538604
CZ0209,538621
CZ0209,538311
CZ0209,538833
CZ0209,564907
CZ0209,538876
CZ0209,564915
CZ0209,538698
CZ0209,538281
CZ0209,533378
CZ0209,533432
CZ0209,533874
CZ0209,533548
CZ0209,538469
CZ0209,538981
CZ0209,538655
CZ0209,538191
CZ0209,534781
CZ0209,538540
CZ0209,538841
CZ0209,538264
CZ0209,538451
CZ0209,564982
CZ0209,539082
CZ0209,538426
CZ0209,534684
CZ0209,513628
CZ0209,538329
CZ0209,564796
CZ0209,533564
CZ0209,538582
CZ0209,538493
CZ0209,538043
CZ0209,536130
CZ0209,564761
CZ0209,513644
CZ0209,538086
CZ0209,598305
CZ0209,571679
CZ0209,533718
CZ0209,538566
CZ0209,538965
CZ0209,564991
CZ0209,538728
CZ0209,538957
CZ0209,538787
CZ0209,564869
CZ0209,538108
CZ0209,538701
CZ0209,538418
CZ0209,538230
CZ0209,538752
CZ0209,598283
CZ0209,538612
CZ0209,538558
CZ0209,538221
CZ0209,538299
CZ0209,539031
CZ0209,598267
CZ0209,539066
CZ020A,539341
CZ020A,539414
CZ020A,539643
CZ020A,539309
CZ020A,531821
CZ020A,539198
CZ020A,531618
CZ020A,571211
CZ020A,539660
CZ020A,539597
CZ020A,571199
CZ020A,599735
CZ020A,531723
CZ020A,539546
CZ020A,513458
CZ020A,539139
CZ020A,539503
CZ020A,539210
CZ020A,539767
CZ020A,539287
CZ020A,539856
CZ020A,539228
CZ020A,539627
CZ020A,539295
CZ020A,513431
CZ020A,539325
CZ020A,539422
CZ020A,571351
CZ020A,598313
CZ020A,539813
CZ020A,539244
CZ020A,539350
CZ020A,539511
CZ020A,539830
CZ020A,539520
CZ020A,539147
CZ020A,539236
CZ020A,539562
CZ020A,539902
CZ020A,539261
CZ020A,532789
CZ020A,539163
CZ020A,539872
CZ020A,539155
CZ020A,539252
CZ020A,539121
CZ020A,539881
CZ020A,539805
CZ020A,571342
CZ020A,539171
CZ020A,539759
CZ020A,571261
CZ020A,532215
CZ020A,532991
CZ020A,539317
CZ020A,571326
CZ020A,599727
CZ020A,539104
CZ020A,539651
CZ020A,539368
CZ020A,539686
CZ020A,539180
CZ020A,539708
CZ020A,539392
CZ020A,539384
CZ020A,539406
CZ020A,539571
CZ020A,571334
CZ020A,539333
CZ020A,571318
CZ020A,539775
CZ020A,539457
CZ020A,540765
CZ020A,571288
CZ020A,540048
CZ020A,539490
CZ020A,539732
CZ020A,531146
CZ020A,539848
CZ020B,540188
CZ020B,540013
CZ020B,513555
CZ020B,540072
CZ020B,540323
CZ020B,564583
CZ020B,564249
CZ020B,540935
CZ020B,564257
CZ020B,598437
CZ020B,540749
CZ020B,539911
CZ020B,540820
CZ020B,541371
CZ020B,599751
CZ020B,564630
CZ020B,540889
CZ020B,540439
CZ020B,541516
CZ020B,539988
CZ020B,541389
CZ020B,540625
CZ020B,541567
CZ020B,540447
CZ020B,541583
CZ020B,541281
CZ020B,541311
CZ020B,540846
CZ020B,541613
CZ020B,598429
CZ020B,541133
CZ020B,540404
CZ020B,540901
CZ020B,599204
CZ020B,541591
CZ020B,541206
CZ020B,564362
CZ020B,539953
CZ020B,530573
CZ020B,540579
CZ020B,541320
CZ020B,540242
CZ020B,540153
CZ020B,540757
CZ020B,564559
CZ020B,564214
CZ020B,540021
CZ020B,513512
CZ020B,541087
CZ020B,540790
CZ020B,564222
CZ020B,564320
CZ020B,564478
CZ020B,529681
CZ020B,540374
CZ020B,540145
CZ020B,540552
CZ020B,564664
CZ020B,540536
CZ020B,541427
CZ020B,540218
CZ020B,529672
CZ020B,540285
CZ020B,541397
CZ020B,540714
CZ020B,539970
CZ020B,540587
CZ020B,564273
CZ020B,564338
CZ020B,513571
CZ020B,541273
CZ020B,540951
CZ020B,540943
CZ020B,598488
CZ020B,541419
CZ020B,529664
CZ020B,513521
CZ020B,540811
CZ020B,598470
CZ020B,598381
CZ020B,564486
CZ020B,564508
CZ020B,513580
CZ020B,541541
CZ020B,541338
CZ020B,541010
CZ020B,564524
CZ020B,598372
CZ020B,541231
CZ020B,564605
CZ020B,540099
CZ020B,540358
CZ020B,564419
CZ020B,599298
CZ020B,541044
CZ020B,541257
CZ020B,541524
CZ020B,513504
CZ020B,598411
CZ020B,540129
CZ020B,540897
CZ020B,541508
CZ020B,541028
CZ020B,540498
CZ020B,513539
CZ020B,540111
CZ020B,598330
CZ020B,598461
CZ020B,540960
CZ020B,540170
CZ020B,540315
CZ020B,541052
CZ020B,513547
CZ020B,564346
CZ020B,540081
CZ020B,540781
CZ020B,540391
CZ020B,541451
CZ020B,564389
CZ020B,598402
CZ020C,541761
CZ020C,565512
CZ020C,544248
CZ020C,565504
CZ020C,542601
CZ020C,541672
CZ020C,542121
CZ020C,541877
CZ020C,542385
CZ020C,542326
CZ020C,529711
CZ020C,542164
CZ020C,565261
CZ020C,542130
CZ020C,565377
CZ020C,541699
CZ020C,598496
CZ020C,565326
CZ020C,542067
CZ020C,542512
CZ020C,542466
CZ020C,598585
CZ020C,542032
CZ020C,565407
CZ020C,565423
CZ020C,565334
CZ020C,542351
CZ020C,542334
CZ020C,542075
CZ020C,542105
CZ020C,542237
CZ020C,565466
CZ020C,565041
CZ020C,541974
CZ020C,542253
CZ020C,541770
CZ020C,542377
CZ020C,542288
CZ020C,542229
CZ020C,565440
CZ020C,542016
CZ020C,541656
CZ020C,598577
CZ020C,541940
CZ020C,541982
CZ020C,565130
CZ020C,542211
CZ020C,541907
CZ020C,529699
CZ020C,565199
CZ020C,565351
CZ020C,542113
CZ020C,542415
CZ020C,542458
CZ020C,598518
CZ020C,542181
CZ020C,565202
CZ020C,541893
CZ020C,598526
CZ020C,542598
CZ020C,542431
CZ020C,599760
CZ020C,541818
CZ020C,542474
CZ020C,542369
CZ020C,541729
CZ020C,542610
CZ020C,541737
CZ020C,541834
CZ020C,542563
CZ020C,565385
CZ020C,565181
CZ020C,542199
CZ020C,542008
CZ020C,542504
CZ020C,565288
CZ020C,541966
CZ020C,565270
CZ020C,598500
CZ020C,542041
CZ020C,542270
CZ020C,565369
CZ020C,542202
CZ0311,535893
CZ0311,545121
CZ0311,535753
CZ0311,545082
CZ0311,544388
CZ0311,535982
CZ0311,535401
CZ0311,545139
CZ0311,535591
CZ0311,535788
CZ0311,544779
CZ0311,535842
CZ0311,535800
CZ0311,545287
CZ0311,535613
CZ0311,535699
CZ0311,599778
CZ0311,536105
CZ0311,544540
CZ0311,544612
CZ0311,598607
CZ0311,536075
CZ0311,544868
CZ0311,598976
CZ0311,535761
CZ0311,535826
CZ0311,544493
CZ0311,544442
CZ0311,535664
CZ0311,544761
CZ0311,544973
CZ0311,535575
CZ0311,598615
CZ0311,544329
CZ0311,544736
CZ0311,544817
CZ0311,535991
CZ0311,544256
CZ0311,535206
CZ0311,544451
CZ0311,545066
CZ0311,544809
CZ0311,545023
CZ0311,598593
CZ0311,551503
CZ0311,535435
CZ0311,551490
CZ0311,535796
CZ0311,535281
CZ0311,545171
CZ0311,544485
CZ0311,545007
CZ0311,536156
CZ0311,536059
CZ0311,544639
CZ0311,535460
CZ0311,544400
CZ0311,545201
CZ0311,536016
CZ0311,535176
CZ0311,535940
CZ0311,545155
CZ0311,545091
CZ0311,535877
CZ0311,544744
CZ0311,545341
CZ0311,545384
CZ0311,544299
CZ0311,544892
CZ0311,535346
CZ0311,535851
CZ0311,535371
CZ0311,549371
CZ0311,535958
CZ0311,536032
CZ0311,535524
CZ0311,535737
CZ0311,545074
CZ0311,544281
CZ0311,545368
CZ0311,544663
CZ0311,544272
CZ0311,544523
CZ0311,545317
CZ0311,545376
CZ0311,544361
CZ0311,545228
CZ0311,535681
CZ0311,544558
CZ0311,535249
CZ0311,544825
CZ0311,545104
CZ0311,545015
CZ0311,544795
CZ0311,544884
CZ0311,535648
CZ0311,544515
CZ0311,535231
CZ0311,535541
CZ0311,535915
CZ0311,529729
CZ0311,535494
CZ0311,536199
CZ0311,544981
CZ0311,544426
CZ0311,535907
CZ0311,544965
CZ0311,544591
CZ0311,545261
CZ0312,545406
CZ0312,545571
CZ0312,536300
CZ0312,536253
CZ0312,545457
CZ0312,545465
CZ0312,536237
CZ0312,545821
CZ0312,545848
CZ0312,545775
CZ0312,545830
CZ0312,545473
CZ0312,545694
CZ0312,545767
CZ0312,545490
CZ0312,536296
CZ0312,598623
CZ0312,545805
CZ0312,545716
CZ0312,545619
CZ0312,545872
CZ0312,500194
CZ0312,536245
CZ0312,551538
CZ0312,545643
CZ0312,545511
CZ0312,545422
CZ0312,545597
CZ0312,545481
CZ0312,545431
CZ0312,536229
CZ0312,545449
CZ0312,545724
CZ0312,545562
CZ0312,545503
CZ0312,545601
CZ0312,545813
CZ0312,545520
CZ0312,545392
CZ0312,545546
CZ0312,545660
CZ0312,545732
CZ0312,545414
CZ0312,545627
CZ0312,545554
CZ0312,545864
CZ0312,513661
CZ0313,547212
CZ0313,546381
CZ0313,547069
CZ0313,562424
CZ0313,546623
CZ0313,546445
CZ0313,546038
CZ0313,562742
CZ0313,547336
CZ0313,546127
CZ0313,562688
CZ0313,546674
CZ0313,546305
CZ0313,546101
CZ0313,547247
CZ0313,561088
CZ0313,561703
CZ0313,509108
CZ0313,507717
CZ0313,546801
CZ0313,562416
CZ0313,562629
CZ0313,562653
CZ0313,562840
CZ0313,562815
CZ0313,561037
CZ0313,562831
CZ0313,507628
CZ0313,546364
CZ0313,562319
CZ0313,562637
CZ0313,508501
CZ0313,509141
CZ0313,509078
CZ0313,546500
CZ0313,562378
CZ0313,508357
CZ0313,507784
CZ0313,507644
CZ0313,562696
CZ0313,562599
CZ0313,562785
CZ0313,546054
CZ0313,507695
CZ0313,562459
CZ0313,561070
CZ0313,562807
CZ0313,562386
CZ0313,546020
CZ0313,547204
CZ0313,546615
CZ0313,598631
CZ0313,547221
CZ0313,547468
CZ0313,546089
CZ0313,508683
CZ0313,560995
CZ0313,547085
CZ0313,560987
CZ0313,562670
CZ0313,546151
CZ0313,546666
CZ0313,507733
CZ0313,598640
CZ0313,562726
CZ0313,561053
CZ0313,562467
CZ0313,545881
CZ0313,509191
CZ0313,561061
CZ0313,546917
CZ0313,546461
CZ0313,546291
CZ0313,529753
CZ0313,547263
CZ0313,562734
CZ0313,507652
CZ0313,546542
CZ0313,546402
CZ0313,546844
CZ0313,507610
CZ0313,546798
CZ0313,562475
CZ0313,508152
CZ0313,562360
CZ0313,547280
CZ0313,546992
CZ0313,547441
CZ0313,562327
CZ0313,547166
CZ0313,546143
CZ0313,547239
CZ0313,546712
CZ0313,562491
CZ0313,562548
CZ0313,561045
CZ0313,562602
CZ0313,529761
CZ0313,561029
CZ0313,509116
CZ0313,546968
CZ0313,508004
CZ0313,562769
CZ0313,598658
CZ0313,561711
CZ0313,546097
CZ0314,549428
CZ0314,562190
CZ0314,509752
CZ0314,549479
CZ0314,549860
CZ0314,562157
CZ0314,549606
CZ0314,529885
CZ0314,561509
CZ0314,549703
CZ0314,549517
CZ0314,549614
CZ0314,549584
CZ0314,550060
CZ0314,598828
CZ0314,550035
CZ0314,549258
CZ0314,598861
CZ0314,562122
CZ0314,549525
CZ0314,549266
CZ0314,549576
CZ0314,549797
CZ0314,562254
CZ0314,598852
CZ0314,549754
CZ0314,561525
CZ0314,549878
CZ0314,549495
CZ0314,549568
CZ0314,550027
CZ0314,550001
CZ0314,598780
CZ0314,562181
CZ0314,562211
CZ0314,562289
CZ0314,549398
CZ0314,549487
CZ0314,549541
CZ0314,549827
CZ0314,549975
CZ0314,549592
CZ0314,562084
CZ0314,598801
CZ0314,549801
CZ0314,549851
CZ0314,549657
CZ0314,561550
CZ0314,549410
CZ0314,509621
CZ0314,562301
CZ0314,549347
CZ0314,529877
CZ0314,549932
CZ0314,562271
CZ0314,549339
CZ0314,549711
CZ0314,549991
CZ0314,549681
CZ0314,562068
CZ0314,550043
CZ0314,549321
CZ0314,561517
CZ0314,549240
CZ0314,549843
CZ0314,562149
CZ0314,562165
CZ0314,549380
CZ0314,598844
CZ0314,549304
CZ0314,549771
CZ0314,549452
CZ0314,549363
CZ0314,549509
CZ0314,549291
CZ0315,561568
CZ0315,550264
CZ0315,550442
CZ0315,537527
CZ0315,550663
CZ0315,537543
CZ0315,537144
CZ0315,550353
CZ0315,529915
CZ0315,550582
CZ0315,550604
CZ0315,550574
CZ0315,550647
CZ0315,537535
CZ0315,550558
CZ0315,550345
CZ0315,561673
CZ0315,537071
CZ0315,550426
CZ0315,550418
CZ0315,537241
CZ0315,550680
CZ0315,550671
CZ0315,550124
CZ0315,550230
CZ0315,550761
CZ0315,550329
CZ0315,537187
CZ0315,550451
CZ0315,563978
CZ0315,550434
CZ0315,550698
CZ0315,550523
CZ0315,537136
CZ0315,550337
CZ0315,529893
CZ0315,537519
CZ0315,550159
CZ0315,550540
CZ0315,537209
CZ0315,550531
CZ0315,545902
CZ0315,550205
CZ0315,537195
CZ0315,537322
CZ0315,550621
CZ0315,550094
CZ0315,550655
CZ0315,550515
CZ0315,561576
CZ0315,537420
CZ0315,550248
CZ0315,550116
CZ0315,550701
CZ0315,550167
CZ0315,550183
CZ0315,537365
CZ0315,529923
CZ0315,537381
CZ0315,550396
CZ0315,550728
CZ0315,550361
CZ0315,550221
CZ0315,561649
CZ0315,550485
CZ0316,536962
CZ0316,551520
CZ0316,551104
CZ0316,551040
CZ0316,536547
